track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Happier Than Ever - Edit,Billie Eilish,"['art pop', 'electropop', 'pop']",87,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,32BeYxKPrig1LefHsC0Xuo,151444,3
lovely (with Khalid),Billie Eilish,"['art pop', 'electropop', 'pop']",89,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,0u2P5u6lvoDfwTYjAADbn4,200186,4
Watermelon Sugar,Harry Styles,['pop'],90,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,6UelLqGlWMcVH1E5c4H7lY,174000,4
STAY (with Justin Bieber),The Kid LAROI,['australian hip hop'],92,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,5PjdY0CKGZdEuoNab3yDmX,141806,4
1 Scale (feat. G Herbo),Young Dolph,"['gangster rap', 'hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",80,0.878,0.635,6,-5.811,0,0.24,0.0289,0.0,0.276,0.331,135.035,5gmkw2031VVIboYqPIjSWB,176040,4
"jealousy, jealousy",Olivia Rodrigo,['pop'],87,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,0MMyJUC3WNnFS1lit5pTjk,173160,4
Fancy Like,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']",81,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,3ZozFqJJlDBNIm4xqxn2ZD,161853,4
Nothing,Bruno Major,"['chill r&b', 'pop']",87,0.555,0.27,2,-15.892,1,0.0884,0.931,0.536,0.103,0.274,139.691,2IAR0DziHCjSu16gR4ihvy,162797,3
Hope,XXXTENTACION,"['emo rap', 'miami hip hop']",87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,2ZRo7axmMPeSVUvDbGkJah,110886,4
Moth To A Flame (with The Weeknd),Swedish House Mafia,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",92,0.542,0.659,8,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,120.122,2gpWyfu7eZ01zzncHpxOtA,234000,4
Godzilla (feat. Juice WRLD),Eminem,"['detroit hip hop', 'hip hop', 'rap']",86,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,7FIWs0pqAYbP91WWM0vlTQ,210800,4
Forever After All,Luke Combs,"['contemporary country', 'country', 'country road']",80,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,6IBcOGPsniK3Pso1wHIhew,232533,4
Volví,Aventura,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",91,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,2vmfvSoZBFAt9hhRoEByLi,230125,4
Megan's Piano,Megan Thee Stallion,"['houston rap', 'pop', 'trap queen']",81,0.953,0.621,11,-7.565,1,0.154,0.00799,4.87e-06,0.307,0.378,132.063,4HyVMzg0sUQsdOxRvSO8Ka,113430,4
Self Care,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",82,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,5bJ1DrEM4hNCafcDd1oxHx,345133,4
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator","['hip hop', 'rap']",81,0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,5B0kgjHULYJhAQkK5XsMoC,121573,4
Levitating (feat. DaBaby),Dua Lipa,"['dance pop', 'pop', 'uk pop']",89,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,5nujrmhLynf4yMoMtj8AQF,203064,4
All For Us - from the HBO Original Series Euphoria,Labrinth,"['indie poptimism', 'pop']",87,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,10hMM5nsZQf66ldBlgWBfG,192987,4
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,['brooklyn drill'],85,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,0PvFJmanyNQMseIFrU708S,190476,4
You Get Me So High,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']",84,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,7zwn1eykZtZ5LODrf7c0tS,153000,4
m y . l i f e (with 21 Savage & Morray),J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",81,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,1D3z6HTiQsNmZxjl7F7eoG,218802,4
Laugh Now Cry Later (feat. Lil Durk),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",84,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,2SAqBLGA283SUiwJ3xOUVI,261493,4
The Box,Roddy Ricch,"['melodic rap', 'rap', 'trap']",85,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,0nbXyq5TXYPCO7pr3N8S4I,196653,4
"Colombia, Mi Encanto",Carlos Vives,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",82,0.718,0.88,0,-7.567,1,0.11,0.0223,0.0,0.908,0.814,124.007,2Q5q1q01KOdHt5fM00WUJ8,175280,4
Can I Call You Tonight?,Dayglow,"['austindie', 'indie pop', 'modern rock']",83,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,64lsIF5pw0sJY0gV5kz0RN,278769,4
rockstar (feat. 21 Savage),Post Malone,"['dfw rap', 'melodic rap', 'rap']",86,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,0e7ipj03S05BNilyu5bRzt,218147,4
Bubbly (with Drake & Travis Scott),Young Thug,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",81,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,4KDNRh9Oor80z3XIxdWlui,165067,4
Moonlight,XXXTENTACION,"['emo rap', 'miami hip hop']",86,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,0JP9xo3adEtGSdUEISiszL,135090,4
Jumpin (feat. Polo G),NLE Choppa,['memphis hip hop'],80,0.826,0.616,2,-5.479,1,0.328,0.241,0.0,0.287,0.612,127.925,1z7LV5wkExwW8YJk0IrPUA,181199,4
Chasin' You,Morgan Wallen,['contemporary country'],78,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,5MwynWK9s4hlyKHqhkNn4A,205453,4
hot girl bummer,blackbear,"['pop', 'pop rap']",85,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,6jRq8gaZhMUyy5RclRPcAf,188344,1
Space Cadet (feat. Gunna),Metro Boomin,"['hip hop', 'rap', 'southern hip hop', 'trap']",83,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,1fewSx2d5KIZ04wsooEBOz,203267,4
Easy On Me,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",91,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,46IZ0fSY2mpAiktS3KOqds,224695,4
Took Her To The O,King Von,['chicago rap'],80,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,7fEoXCZTZFosUFvFQg1BmW,196180,4
Falling,Harry Styles,['pop'],87,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,240133,4
Armed And Dangerous,Juice WRLD,"['chicago rap', 'melodic rap']",81,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,5wujBwqG7INdStqGd4tRMX,169999,4
Wildest Dreams (Taylor's Version),Taylor Swift,['pop'],86,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,1Ov37jtRQ2YNAe8HzfczkL,220433,4
Someone You Loved,Lewis Capaldi,"['pop', 'uk pop']",88,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,182161,4
It's Called: Freefall,Rainbow Kitten Surprise,['modern rock'],81,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,474uVhyGgK5MtY9gMcDgGl,152293,4
Bandit (with YoungBoy Never Broke Again),Juice WRLD,"['chicago rap', 'melodic rap']",82,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,6Gg1gjgKi2AK4e0qzsR7sd,189323,4
Moon,Kanye West,"['chicago rap', 'rap']",82,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,7CC6UbCs4iGsePSzFxYxNn,156091,4
Are You Bored Yet? (feat. Clairo),Wallows,"['indie pop', 'modern rock', 'pop']",83,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,57RA3JGafJm5zRtKJiKPIm,178000,4
Black Ball,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']",79,0.773,0.608,1,-6.117,0,0.223,0.616,0.0,0.0966,0.475,79.002,1tmsPlyvzDETLv08Wp5cuY,189852,4
Lean Wit Me,Juice WRLD,"['chicago rap', 'melodic rap']",81,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,3oDkdAySo1VQQG0ptV7uwa,175755,4
What You Know Bout Love,Pop Smoke,['brooklyn drill'],85,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,1tkg4EHVoqnhR6iFEXb60y,160000,4
Beautiful Crazy,Luke Combs,"['contemporary country', 'country', 'country road']",79,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,2rxQMGVafnNaRaXlRMWPde,193200,4
Taking A Walk,Trippie Redd,"['melodic rap', 'rap', 'trap']",80,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,4mHgYpuGHu99Mw69E83CP2,121680,4
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",81,0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967,5W8jRrZ6tWrTrqnKRtIQBf,218210,4
Leave Before You Love Me (with Jonas Brothers),Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",87,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4qu63nuBpdn0qHUHuObEj1,154983,4
ORANGE SODA,Baby Keem,"['hip hop', 'rap']",80,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,5FkoSXiJPKTNyYgALRJFhD,129882,4
Está Dañada,Ivan Cornejo,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']",82,0.405,0.565,1,-9.266,0,0.0372,0.38,0.0195,0.107,0.166,159.892,6G2xXQRSZlEzYsUEb3uvuR,214149,3
25 million,Roddy Ricch,"['melodic rap', 'rap', 'trap']",81,0.793,0.481,9,-9.258,1,0.124,0.019,1.09e-06,0.139,0.395,132.202,2lUDBd7JrgAMltcp6dcd7D,204626,4
positions,Ariana Grande,"['dance pop', 'pop']",88,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,35mvY5S1H3J2QZyna3TFe0,172325,4
After Party,Don Toliver,"['pop', 'rap', 'trap']",82,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,527k23H0A4Q0UJN3vGs0Da,167916,4
this is what falling in love feels like,JVKE,['modern indie pop'],82,0.424,0.438,11,-5.53,1,0.0553,0.617,0.0,0.0837,0.325,128.983,4UG2Fm0E98LhE2dlNxiAXx,120308,5
RAPSTAR,Polo G,['chicago rap'],82,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,18vXApRmJSgQ6wG2ll9AOg,165926,4
death bed (coffee for your head),Powfu,['sad rap'],86,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,7eJMfftS33KTjuF7lTsMCx,173333,4
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",83,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,1dg3qy5DjoJodawfOCgrTP,232048,4
Always Been You,Jessie Murph,"['alt z', 'pop', 'social media pop']",83,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,2zpZkOV7sD9C4Cv0cukoHV,131825,4
Ballin' (with Roddy Ricch),Mustard,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,3QzAOrNlsabgbMwlZt7TAY,180435,4
Substance,03 Greedo,"['cali rap', 'melodic rap', 'trap', 'vapor trap']",83,0.599,0.32,3,-13.716,0,0.0787,0.26,0.0,0.106,0.197,70.998,0MoQI1EZGSHLhd5UBdxPol,219834,4
a lot,21 Savage,"['atl hip hop', 'rap', 'trap']",81,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,2t8yVaLvJ0RenpXUIAC52d,288624,4
WAP (feat. Megan Thee Stallion),Cardi B,"['dance pop', 'pop', 'pop rap', 'rap']",84,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,4Oun2ylbjFKMPTiaSbbCih,187541,4
"GONE, GONE / THANK YOU","Tyler, The Creator","['hip hop', 'rap']",81,0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,1hz7SRTGUNAtIQ46qiNv2p,375387,4
Cover Me Up,Morgan Wallen,['contemporary country'],78,0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,0mKnuxVkPi5h0kuvZl44VM,293707,3
E-ER (feat. Lil Yachty),DJ Scheme,"['meme rap', 'underground hip hop', 'vapor trap']",80,0.952,0.29,8,-11.459,1,0.428,0.074,0.0,0.107,0.394,130.083,4N7i6RfJXMWfkx9Zr6pzkJ,163385,4
ROCKSTAR (feat. Roddy Ricch),DaBaby,"['north carolina hip hop', 'rap', 'trap']",85,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,7ytR5pFWmSjzHJIeQkgog4,181733,4
Going Bad (feat. Drake),Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",82,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,2IRZnDFmlqMuOrYOLnZZyc,180522,4
Dior,Pop Smoke,['brooklyn drill'],85,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,79s5XnCN4TJKTVMSmOx8Ep,216387,4
R.I.P.,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",80,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,3L0IKstjUgDFVQAbQIRZRv,192027,4
Hurricane,Kanye West,"['chicago rap', 'rap']",83,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,6Hfu9sc7jvv6coyy2LlzBF,243187,4
Motley Crew,Post Malone,"['dfw rap', 'melodic rap', 'rap']",83,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,40uMIn2zJLAQhNXghRjBed,184213,4
LA CANCIÓN,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",87,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,0fea68AdmYNygeTGI4RC18,242573,4
July,Noah Cyrus,"['dance pop', 'pop', 'post-teen pop']",83,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,6J2LdBN97cDWn0MLxYh9HB,156106,4
Sofia,Clairo,"['bedroom pop', 'indie pop', 'pop']",83,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,7B3z0ySL9Rr0XvZEAjWZzM,188387,4
Still Don't Know My Name,Labrinth,"['indie poptimism', 'pop']",86,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,6N22FZs2ZhPBYi3b9XPajV,153294,1
WYD Now?,Sadie Jean,"['alt z', 'pop']",82,0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,181.296,3ZBeHiRJUj1vdiU8zzGPgb,144667,4
Dior,Pop Smoke,['brooklyn drill'],85,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,79s5XnCN4TJKTVMSmOx8Ep,216387,4
R.I.P.,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']",80,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,3L0IKstjUgDFVQAbQIRZRv,192027,4
Hurricane,Kanye West,"['chicago rap', 'rap']",83,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,6Hfu9sc7jvv6coyy2LlzBF,243187,4
Motley Crew,Post Malone,"['dfw rap', 'melodic rap', 'rap']",83,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,40uMIn2zJLAQhNXghRjBed,184213,4
LA CANCIÓN,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",87,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,0fea68AdmYNygeTGI4RC18,242573,4
July,Noah Cyrus,"['dance pop', 'pop', 'post-teen pop']",83,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,6J2LdBN97cDWn0MLxYh9HB,156106,4
Sofia,Clairo,"['bedroom pop', 'indie pop', 'pop']",83,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,7B3z0ySL9Rr0XvZEAjWZzM,188387,4
Still Don't Know My Name,Labrinth,"['indie poptimism', 'pop']",86,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,6N22FZs2ZhPBYi3b9XPajV,153294,1
WYD Now?,Sadie Jean,"['alt z', 'pop']",82,0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,181.296,3ZBeHiRJUj1vdiU8zzGPgb,144667,4
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",81,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,4eNOLmx8r2IJAVKvBBL1jv,144349,4
21,Polo G,['chicago rap'],81,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,3JKgcAa7r07ocVWcV8bS0H,163798,4
Rich MF (feat. Polo G & Lil Durk),Trippie Redd,"['melodic rap', 'rap', 'trap']",79,0.756,0.698,6,-5.464,1,0.178,0.0849,0.0,0.221,0.66,77.497,6cUHiQEECDl5m3WFGQ1GCR,247714,4
Ready (feat. Gunna),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",79,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,4F6yN5FsFW10Ucx7cLCzBh,213287,4
I GUESS I'M IN LOVE,Clinton Kane,"['alt z', 'gen z singer-songwriter', 'pop']",86,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,1is8gU4RVcN4J8xItxWoOY,204094,4
Pop Out (feat. Lil Tjay),Polo G,['chicago rap'],81,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,6uFn47ACjqYkc0jADwEdj1,166560,4
Leave The Door Open,Bruno Mars,"['dance pop', 'pop']",86,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,7MAibcTli4IisCtbHKrGMh,242096,4
ESCAPE PLAN,Travis Scott,"['rap', 'slap house']",83,0.839,0.506,5,-6.714,0,0.133,0.00207,0.0,0.13,0.44,154.12,4R67rQNSbbsR4TdUVOIdez,149610,4
What A Time (feat. Niall Horan),Julia Michaels,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",85,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,5WtfUKzXircvW8l5aaVZWT,173307,4
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",79,0.846,0.48,8,-8.618,0,0.359,0.269,0.0,0.0989,0.419,143.029,6Tguhaf2uAe6OjRLsR2Tql,169532,4
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,['pop'],82,0.391,0.715,0,-4.516,1,0.0495,0.167,0.0,0.183,0.473,149.654,4CkgMiMqZ5JzW9iYXSTMTL,285107,3
masquerade,siouxxie sixxsta,['glitchcore'],84,0.608,0.792,9,-5.721,1,0.0355,0.000674,0.653,0.252,0.611,161.104,0RYHqnmtNRfbYxP6Dn8Vse,144536,4
Wasted (feat. Lil Uzi Vert),Juice WRLD,"['chicago rap', 'melodic rap']",81,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,1a7WZZZH7LzyvorhpOJFTe,258475,4
HIGHEST IN THE ROOM,Travis Scott,"['rap', 'slap house']",85,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,3eekarcy7kvN4yt5ZFzltW,175721,4
Where Are You Now,Lost Frequencies,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",94,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z,148197,4
Hellcats & Trackhawks,Only The Family,"['chicago rap', 'trap']",78,0.841,0.672,1,-5.557,0,0.371,0.0122,0.0,0.321,0.599,157.026,53tv6ZbyeAwfAUwFaxYbfO,146845,4
Murder On My Mind,YNW Melly,"['melodic rap', 'trap']",82,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,7eBqSVxrzQZtK2mmgRG6lC,268434,4
SICKO MODE,Travis Scott,"['rap', 'slap house']",85,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h,312820,4
Bad Man (Smooth Criminal),Polo G,['chicago rap'],80,0.882,0.662,0,-6.382,1,0.242,0.0124,0.0,0.106,0.57,120.034,6RfhBNU1FPWTG7VESlfgOl,106000,4
10 Freaky Girls (with 21 Savage),Metro Boomin,"['hip hop', 'rap', 'southern hip hop', 'trap']",80,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,0AluA5RNsa4Cx6XRhf2hWZ,208293,4
Miss The Rage (feat. Playboi Carti),Trippie Redd,"['melodic rap', 'rap', 'trap']",82,0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,2BITQ360Knh6qNAOqR7Dyq,236883,4
More Than My Hometown,Morgan Wallen,['contemporary country'],77,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,5OELUCYgOHKFAvCERnAvfS,216573,4
feel like shit,Tate McRae,"['alt z', 'dance pop', 'pop', 'post-teen pop']",84,0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,2EBnvom1dTybtm75a3Xh1T,204315,4
WITHOUT YOU,The Kid LAROI,['australian hip hop'],85,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,27OeeYzk6klgBh83TSvGMA,161385,4
Gang Shit No Lame Shit,Key Glock,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",79,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,6gbiTbclnHlmSIPfmF2zEc,131600,4
34+35,Ariana Grande,"['dance pop', 'pop']",85,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,6Im9k8u9iIzKMrmV7BWtlF,173711,4
Champagne Poetry,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",81,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,2HSmyk2qMN8WQjuGhaQgCk,336511,4
All The Stars (with SZA),Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",83,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,3GCdLUSnKSMJhs4Tj6CV3s,232187,4
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,"['pop', 'pop rock']",85,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,5zFglKYiknIxks8geR8rcL,227395,4
Falling Down - Bonus Track,Lil Peep,"['emo rap', 'lgbtq+ hip hop']",83,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4jvjzW7Hm0yK4LvvE0Paz9,196400,4
Doin' This,Luke Combs,"['contemporary country', 'country', 'country road']",78,0.593,0.552,1,-5.838,1,0.028,0.18,1.71e-05,0.11,0.39,115.0,4GyD3o5hWoyCuYpdlzZlRL,254181,4
Levitating (feat. DaBaby),Dua Lipa,"['dance pop', 'pop', 'uk pop']",84,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,463CkQjx2Zk1yXoBuierM9,203064,4
Stay With Me,1nonly,['aesthetic rap'],85,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,2WYs5LxOZfEyURXu7V0O1a,141505,5
Runnin,21 Savage,"['atl hip hop', 'rap', 'trap']",80,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,5SWnsxjhdcEDc7LJjq9UHk,195906,4
Maniac,Conan Gray,"['bedroom pop', 'indie pop', 'pop']",84,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,6KfoDhO4XUWSbnyKjNp9c4,185773,4
Dead Man Walking,Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",80,0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,5VlTQnZO89Ioku8ssdbqJk,247080,4
Drankin N Smokin,Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,0k7wmahjkn389wAZdz19Cv,213520,4
Infrunami,Steve Lacy,['afrofuturism'],79,0.826,0.299,9,-7.721,1,0.0446,0.31,0.0952,0.0758,0.215,97.012,0f8eRy9A0n6zXpKSHSCAEp,178328,4
Nostálgico,Rvssian,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",90,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,2BEcap3xJtmiPaHKyfQi4e,209884,4
