track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Let Me Down Slowly,Alec Benjamin,"['alt z', 'dream smp', 'electropop', 'pop']",86,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,2qxmye6gAegTMjLKEBoR3d,169354,4
Livin It Up (with Post Malone & A$AP Rocky),Young Thug,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",79,0.767,0.313,7,-12.059,1,0.0798,0.838,0.0,0.105,0.765,82.582,7zjEyeBsaw9gV0jofJLfOM,210907,4
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,0.681,0.63,1,-5.585,1,0.0385,0.00383,0.0,0.139,0.183,151.951,3J4VKkUpLvomXJbn9ZAypO,161053,4
MEMORIES!,347aidan,"['sad lo-fi', 'sad rap']",82,0.835,0.381,9,-6.121,1,0.342,0.757,4.59e-06,0.121,0.31,154.973,27XMmSWSOXJ7eVb40tH93T,137806,4
Levitating,Dua Lipa,"['dance pop', 'pop', 'uk pop']",86,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,39LLxExYz6ewLAcYrzQQyP,203808,4
GOSHA,$NOT,"['aesthetic rap', 'florida rap', 'underground hip hop', 'vapor trap']",78,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,0j8ppsOOawdPCJnSTcXgOy,120000,4
Nonstop,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",80,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,0TlLq3lA83rQOYtrqBqSct,238614,4
Prom Night,Riovaz,['aesthetic rap'],77,0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,7KhJdiu4zbPlhlImRLIyDl,145899,4
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap', 'trap']",83,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,7ycWLEP1GsNjVvcjawXz3z,205040,4
Wishful Drinking (with Sam Hunt),Ingrid Andress,"['contemporary country', 'country', 'country pop']",76,0.678,0.528,10,-7.317,1,0.0551,0.289,0.0,0.0734,0.614,79.018,3HGnIIdHYIbkowzLk8UHbE,194545,4
Broke In A Minute,Tory Lanez,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",77,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,4xqIYGwwZTEem9U8A42SPF,132024,4
pov,Ariana Grande,"['dance pop', 'pop']",81,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,3UoULw70kMsiVXxW0L3A33,201882,4
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator","['hip hop', 'rap']",77,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,3EG9FJ0ToLfgnc1IG2Z1wz,588139,4
Ambition For Cash,Key Glock,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",77,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18e-05,0.136,0.576,149.012,1tkipCYkIgti8f1tqjfcWe,143480,4
The Perfect Girl,Mareux,['dark synthpop'],81,0.485,0.89,8,-5.992,0,0.0911,0.000872,0.818,0.102,0.258,128.881,5RBOcBpJXaNnHCGViJmYhh,194423,4
Smokin Out The Window,Bruno Mars,"['dance pop', 'pop']",81,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,7sMBvZCSUl99bJLXZaLa0b,197443,4
MONTERO (Call Me By Your Name),Lil Nas X,"['lgbtq+ hip hop', 'pop']",85,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,67BtfxlNbhBmCDR2L2l8qd,137876,4
i hope ur miserable until ur dead,Nessa Barrett,"['alt z', 'pop', 'social media pop']",78,0.706,0.544,2,-7.275,1,0.0306,0.0273,0.0,0.087,0.477,115.935,4ka1FkKAMde6dQAFFMXKac,177583,4
Life Is Good (feat. Drake),Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,5yY9lUy8nbvjM1Uyo1Uqoc,237735,4
Peru,Fireboy DML,[],85,0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,3s1KwrLP0NlFWiWbjz6bfQ,187111,4
Next to You,John Vincent III,"['indie folk', 'stomp and holler']",78,0.443,0.419,7,-7.975,1,0.0321,0.633,0.00183,0.404,0.0719,132.204,3MwHZDGwAR8RjZZBriBqmx,256520,4
Get You The Moon (feat. Snøw),Kina,"['sad lo-fi', 'sad rap']",83,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4ZLzoOkj0MPWrTLvooIuaa,179080,4
Through Da Storm,Polo G,['chicago rap'],78,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351,3NqCEpT8xsHdzpiRlM1kpS,195587,4
too easy,Gunna,"['atl hip hop', 'melodic rap', 'rap', 'trap']",77,0.798,0.574,1,-6.548,1,0.157,0.024,0.0,0.122,0.309,155.964,4eL3XeuGaEoVT8ttDh3hwY,138587,4
Up,Cardi B,"['dance pop', 'pop', 'pop rap', 'rap']",79,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,1XXimziG1uhM0eDNCZCrUl,156945,4
Wandered To LA (with Justin Bieber),Juice WRLD,"['chicago rap', 'melodic rap']",80,0.687,0.645,0,-4.761,1,0.04,0.0509,2.96e-06,0.106,0.424,135.083,5J6rTmMjF9DVIAF8G3M9n4,189728,4
Lose You To Love Me,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",83,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,206459,4
SEJODIOTO,KAROL G,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",86,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,704LUEih663hiE3CnyUrFW,181107,4
Tia Tamera (feat. Rico Nasty),Doja Cat,"['dance pop', 'pop']",78,0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884,1uNePI826aqh9uC9pgbeHU,211013,4
Go Stupid,Polo G,['chicago rap'],76,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,4PklAHGXT5ityno3IA8SKd,165726,4
Hats Off (feat. Travis Scott),Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",76,0.596,0.65,9,-5.167,1,0.337,0.138,0.0,0.14,0.188,133.997,4lUmnwRybYH7mMzf16xB0y,257428,4
Loverboy,A-Wall,['bedroom pop'],78,0.604,0.466,0,-10.093,1,0.0315,0.649,0.0334,0.093,0.499,120.045,0qXP5fMhxGzxALOkXYUxfP,224520,4
Ya Supérame (En Vivo),Grupo Firme,"['norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",85,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,6HIIuuUIEzH1meVdGbMXyf,189050,3
Missing Piece,Vance Joy,"['folk-pop', 'modern rock', 'pop', 'pop rock']",80,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,5YqdiryRmdAzYFlxo43hAJ,217408,4
Boss Bitch,Doja Cat,"['dance pop', 'pop']",83,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,78qd8dvwea0Gosb6Fe6j3k,134240,4
Knock Knock,SoFaygo,"['glitchcore', 'plugg', 'pluggnb', 'vapor trap']",79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,6aHoPULNO7pSL2ZfUY0bU8,139729,4
Mon Amour - Remix,zzoilo,[],92,0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,5TMLavqGRKNxgzMBrVpC9R,179940,4
You Are The Reason,Calum Scott,"['neo mellow', 'pop']",84,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,69vToJ9BMbbLlFZo7k7A7B,204326,3
late at night,Roddy Ricch,"['melodic rap', 'rap', 'trap']",78,0.643,0.403,1,-11.254,0,0.41,0.343,0.0,0.138,0.111,98.54,1fxYz1s15pyZLsJT0Hdh1m,174682,4
cardigan,Taylor Swift,['pop'],81,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,4R2kfaDFhslZEMJqAFNpdd,239560,4
Ski,Young Stoner Life,"['hip hop', 'rap', 'trap']",76,0.953,0.621,8,-7.638,0,0.221,0.017,0.0,0.0398,0.883,123.016,6755DFiZ7CWe2WMdTGW5C1,152333,4
This City,Sam Fischer,"['alt z', 'australian pop', 'dance pop', 'pop', 'tropical house', 'uk pop']",82,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,3H3r2nKWa3Yk5gt8xgmsEt,194853,4
Wilder Days,Morgan Wade,['contemporary country'],75,0.502,0.662,9,-4.041,1,0.0293,0.00322,0.00274,0.119,0.4,110.917,2vubFQgAJO5SeuVa7ytIHc,251293,4
CAPO,NLE Choppa,['memphis hip hop'],79,0.617,0.953,2,-4.162,1,0.0693,0.119,0.0,0.331,0.594,154.964,1KjQPDJQCUuqDj3AmfSBCa,192200,4
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,"['rap', 'trap']",81,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,7hxHWCCAIIxFLCzvDgnQHX,195429,4
Crazy Train,Ozzy Osbourne,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",79,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,7ACxUo21jtTHzy7ZEV56vU,293183,4
Down Below,Roddy Ricch,"['melodic rap', 'rap', 'trap']",79,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,4SWWe2OYC4mqf40Gc2RSdl,224002,4
Show Me How,Men I Trust,['indie pop'],78,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,01TyFEZu6mHbffsVfxgrFn,215111,4
When I R.I.P.,Labrinth,"['indie poptimism', 'pop']",83,0.417,0.551,8,-6.456,0,0.174,0.73,0.00166,0.0907,0.444,87.614,2t16D9V5FmmRAJjsSpwvZf,174568,4
Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,"['hip hop', 'rap', 'underground hip hop']",76,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,6MF4tRr5lU8qok8IKaFOBE,202040,4
If the World Was Ending (feat. Julia Michaels),JP Saxe,"['alt z', 'canadian contemporary r&b', 'pop', 'pop rock']",82,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,2kJwzbxV2ppxnQoYw4GLBZ,208687,4
If I Was a Cowboy,Miranda Lambert,"['contemporary country', 'country', 'country dawn', 'country road']",75,0.575,0.644,6,-5.68,0,0.0309,0.271,0.0,0.131,0.626,80.07,6F7UOC6fPWOkPqybOWBHSv,195013,4
She Likes It (feat. Jake Scott),Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']",75,0.79,0.325,4,-11.689,1,0.127,0.509,0.0,0.155,0.539,126.877,6VVqPBFZIbcmv14zNfOc13,163311,4
Me and My Guitar,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",76,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,6cZH4rX1KTt1aJ3Ql6Ynja,161765,4
Nice For What,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",79,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,3CA9pLiwRIGtUBiMjbZmRw,210747,4
Medallo,Blessd,"['reggaeton', 'trap latino']",91,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,6lX6l7OuA3qrnIRfdsr0dw,233453,4
raining for hours,ame,[],79,0.231,0.976,10,-27.426,0,0.0487,0.152,0.987,0.48,0.00672,96.552,3L1JHXiqNOJ57w3n2R3HyU,131500,5
forget me too (feat. Halsey),Machine Gun Kelly,"['ohio hip hop', 'pop rap']",78,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,1VSuFS7PahCN3SWbOcQ98m,171621,4
Chanel Bag,KillBunk,['sad rap'],80,0.77,0.614,11,-5.49,0,0.0816,0.0671,0.0,0.0873,0.698,115.012,4d16JADh71pTeqx0vlHL69,158668,4
TE MUDASTE,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",85,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,5RubKOuDoPn5Kj5TLVxSxY,130014,4
Small Worlds,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",77,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,4gT3mNJA8lnlkYFqGZ8IA2,271733,4
Rules,Doja Cat,"['dance pop', 'pop']",80,0.651,0.724,7,-5.457,1,0.166,0.172,0.0,0.13,0.686,144.146,1TMWcbxL5YF8rKsFHv5hAP,187040,4
Sanguine Paradise,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",76,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,3XiNC94b4Tq1xwv70sQJGN,243976,4
I Like It,Cardi B,"['dance pop', 'pop', 'pop rap', 'rap']",82,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,58q2HKrzhC3ozto2nDdN4z,253390,4
Drunk And Nasty (feat. Sharc),Pi’erre Bourne,"['melodic rap', 'pluggnb', 'rap', 'trap', 'vapor trap']",78,0.779,0.487,1,-8.642,1,0.165,0.28,0.0,0.166,0.0915,127.049,1lAJUXyP5S2dUYHer1xBas,299971,4
As the World Caves In,Sarah Cothran,['gen z singer-songwriter'],81,0.422,0.25,0,-6.836,1,0.0351,0.441,0.0,0.35,0.246,124.026,2xXNLutYAOELYVObYb1C1S,161613,4
Beers On Me,Dierks Bentley,"['contemporary country', 'country', 'country road']",75,0.59,0.846,4,-4.251,1,0.0396,0.182,0.0,0.53,0.733,146.028,19ZzEzb4BVK1wVO4brrmZz,174681,4
Take A Step Back,Ski Mask The Slump God,"['miami hip hop', 'rap', 'underground hip hop']",78,0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,2gQYziDV5cSTRSqr6akzi5,210387,4
motive (with Doja Cat),Ariana Grande,"['dance pop', 'pop']",82,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,5GkQIP5mWPi4KZLLXeuFTT,167990,4
Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",78,0.545,0.82,8,-4.489,1,0.275,0.0951,0.0,0.29,0.357,141.908,25GyyK9CyZRiDCsPY51fIT,150476,4
Bruises,Lewis Capaldi,"['pop', 'uk pop']",82,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,4Of7rzpRpV1mWRbhp5rAqG,220492,4
SUGAR,BROCKHAMPTON,"['boy band', 'hip hop', 'pop', 'rap']",78,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,6U0FIYXCQ3TGrk4tFpLrEA,204533,4
"Switch it Up (feat. G Herbo, No More Heroes)",Pooh Shiesty,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",75,0.443,0.731,0,-4.997,1,0.255,0.289,0.0,0.207,0.956,147.818,06BY7fb0Ztz7f7JPRWSBZ3,168649,4
Suicidal,YNW Melly,"['melodic rap', 'trap']",79,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,1iSqfoUFnQwV0QW1EfUit8,222997,4
Goosebumps - Remix,Travis Scott,"['rap', 'slap house']",85,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,5uEYRdEIh9Bo4fpjDd4Na9,162803,4
Conversations,Juice WRLD,"['chicago rap', 'melodic rap']",77,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,4K06PO78fW4mnBVenxGNob,181661,4
bad idea!,girl in red,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']",80,0.511,0.806,1,-6.093,1,0.0481,0.03,0.0465,0.252,0.41,162.04,1M4Ud66z18wuIq3oOxqVHa,219638,4
Heart On Ice,Rod Wave,['florida rap'],75,0.732,0.387,10,-8.47,0,0.0741,0.0493,0.0,0.141,0.242,157.875,591ks2A0o7ratTpiRdI7M6,159670,3
Pretty Little Fears (feat. J. Cole),6LACK,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",78,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,4at3d5QWnlibMVN75ECDrp,240342,4
Rät,Penelope Scott,"['alt z', 'indie pop', 'modern indie pop']",79,0.591,0.45,5,-13.291,0,0.26,0.312,0.000116,0.147,0.304,144.201,25z6kpmIwkCUqk2IORrJ5v,194165,4
Me or Sum (feat. Future & Lil Baby),Nardo Wick,"['florida rap', 'rap', 'trap']",75,0.532,0.572,1,-6.794,1,0.421,0.00984,0.0,0.143,0.369,160.517,1qlh1WxuWilyIWRwdsKMuJ,225664,4
Cruel Summer,Taylor Swift,['pop'],80,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,1BxfuPKGuaTgP7aM0Bbdwr,178427,4
Suicidal (Remix) [feat. Juice WRLD],YNW Melly,"['melodic rap', 'trap']",78,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,4S2uhQE8L9V6p7rj7SiauJ,225857,4
Tyler Herro,Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",78,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,4DuUwzP4ALMqpquHU0ltAB,156498,4
The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,['pop'],78,0.678,0.733,7,-5.025,1,0.0281,0.00115,0.0,0.104,0.581,121.009,6pYNq0ZwpPVazKzsqpf0G8,200280,4
Bad Boy (with Young Thug),Juice WRLD,"['chicago rap', 'melodic rap']",77,0.697,0.674,1,-6.326,1,0.0533,0.00215,0.0,0.138,0.198,81.535,43CIWpJaJHRcI4mUSjqgc2,157355,4
Lonely (with Lil Wayne),DaBaby,"['north carolina hip hop', 'rap', 'trap']",76,0.718,0.628,0,-5.334,1,0.373,0.0884,0.0,0.186,0.771,139.769,6pmNoWKk0r6zfIjWneJRxR,154433,4
Unbothered,Ski Mask The Slump God,"['miami hip hop', 'rap', 'underground hip hop']",77,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,5hwUsRKvnO5yThjVrxHQVt,138427,4
Pain,PinkPantheress,['russian plugg'],78,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,4S4QJfBGGrC8jRIjJHf1Ka,98544,4
A Tu Merced,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",87,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,4r9jkMEnArtWGH2rL2FZl0,175918,4
all I want is you,Rebzyyx,[],81,0.46,0.999,11,-1.307,1,0.325,0.112,0.0,0.245,0.779,145.911,7lOvJBqH38ZY59eLU7bioq,151415,4
The Business,Tiësto,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",88,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,6f3Slt0GbA2bPZlz0aIFXN,164000,4
Stargazing,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']",79,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,0VF7YLIxSQKyNiFL3X6MmN,217027,4
16,Baby Keem,"['hip hop', 'rap']",76,0.701,0.782,1,-4.987,1,0.138,0.0918,2.31e-06,0.124,0.57,94.03,1Is8hGpkGMiePASAxBluxM,156040,4
La Santa,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",86,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,69vlMrzHwATKzupwNcUPyK,206420,4
Your Heart,Joyner Lucas,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",77,0.861,0.637,6,-7.701,0,0.133,0.392,0.0,0.0929,0.754,87.006,2DTpP3caqX3QdJIEoS83mD,198621,4
A La Antigüita,Calibre 50,['regional mexican'],86,0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,798ahLNEcoFER7Vywg1FMT,156267,3
Already Best Friends (feat. Chris Brown),Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",78,0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,4RKJRRd4VJfZWiqQTYsleE,197031,4
Invincible,Pop Smoke,['brooklyn drill'],82,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,792HwhrdO3ErRKL5yRe4Ge,127547,4
Amor Fugaz,Los Del Limit,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']",80,0.587,0.411,8,-8.758,1,0.0475,0.185,0.0,0.273,0.53,140.277,4O2bxKTnK9En7OPw8kGDDF,175125,4
Youngblood,5 Seconds of Summer,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",83,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,2iUXsYOEPhVqEBwsqP70rE,203418,4
Paradise,Bazzi,"['dance pop', 'electropop', 'pop']",78,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,0Rx0DJI556Ix5gBny6EWmn,169038,4
Back In Blood (feat. Lil Durk),Pooh Shiesty,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",75,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,7FGdjbZ32vMybPuP0IuE7d,184490,4
Acapulco,Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",88,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,3eJH2nAjvNXdmPfBkALiPZ,139672,4
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,['afro r&b'],90,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,4gvrJnKCKIPiacNsWVQwEU,188369,3
Onna Come Up,Lil Eazzyy,['chicago rap'],78,0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,0e4A9Fak1nJ7RtBD8YpoEo,128014,4
a m a r i,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",77,0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,2cnKST6T9qUo2i907lm8zX,148421,4
right where you left me - bonus track,Taylor Swift,['pop'],78,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,3zwMVvkBe2qIKDObWgXw4N,245027,4
Remember That Night?,Sara Kays,"['alt z', 'gen z singer-songwriter', 'modern indie pop', 'pop']",80,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,1nYzjrdVQ8RpF93M0jPFW7,227186,4
Bang!,AJR,"['modern rock', 'pop rap']",72,0.74,0.516,1,-6.233,0,0.0507,0.0183,0.0,0.0558,0.698,139.918,53BHUFdQphHiZUUG3nx9zn,170858,4
865,Morgan Wallen,['contemporary country'],74,0.532,0.584,8,-5.254,1,0.0248,0.723,0.0,0.101,0.367,88.003,0sKEilrw1GrBlG6qsTCrP4,190680,4
Blood // Water,grandson,"['modern alternative rock', 'modern rock', 'rock']",74,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,7clyJIrLkEbXUDwj1tC9zz,214520,4
OUT WEST (feat. Young Thug),JACKBOYS,"['rap', 'trap']",82,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,6gi6y1xwmVszDWkUqab1qw,157712,4
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",77,0.39,0.83,11,-5.201,0,0.0563,0.0021,0.0,0.156,0.191,90.021,1QL7nSDZCwZMnbisV4KOXt,168030,4
Slumber Party (feat. Princess Nokia),Ashnikko,"['electropop', 'escape room', 'pop']",80,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,11ZulcYY4lowvcQm4oe3VJ,178405,4
Shallow,Lady Gaga,"['art pop', 'dance pop', 'pop']",86,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,2VxeLyX666F8uXCJ0dZF8B,215733,4
august,Taylor Swift,['pop'],80,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,3hUxzQpSfdDqwM3ZTFQY0K,261923,4
Popular Monster,Falling In Reverse,"['modern rock', 'rap metal', 'rock']",78,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,4GssB27iJeqmfGxS94Tfij,220537,4
Blueberry Faygo,Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",80,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,22LAwLoDA5b4AaGSkg6bKW,162547,4
Magic In The Hamptons (feat. Lil Yachty),Social House,[],77,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,2Yer0p7uB2lVBUAtANuuQp,164640,4
Dancing On My Own,Calum Scott,"['neo mellow', 'pop']",83,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,2BOqDYLOJBiMOXShCV1neZ,260285,4
Candy Paint,Post Malone,"['dfw rap', 'melodic rap', 'rap']",78,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,32lItqlMi4LBhb4k0BaSaC,227533,4
hope ur ok,Olivia Rodrigo,['pop'],79,0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,77.253,1zejeOnykpCoyVSit6Bwp3,209560,4
Goodbyes (feat. Young Thug),Post Malone,"['dfw rap', 'melodic rap', 'rap']",80,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,0t3ZvGKlmYmVsDzBJAXK8C,174853,4
All Your'n,Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",73,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,0fCwTrRNfoNk962ati8n2K,218280,4
